Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 1 2023,22.5,8.1,6.09,29.9,6.3,0.9,5.7,0.044,0.01,0.0005,0.867,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0104,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 2 2023,24.8,8.03,6.02,29.5,6.75,0.9,5.4,0.051,0.01,0.0005,0.81,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0284,0.0004,0.00045,0.0066,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 3 2023,29.0,8.05,6.08,29.3,6.88,0.8,5.7,0.056,0.01,0.0005,0.838,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0172,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 4 2023,26.4,8.03,6.02,29.4,6.95,0.7,5.2,0.069,0.01,0.0005,0.797,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0312,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 1 2024,22.2,8.07,6.03,30.0,6.41,0.8,5.5,0.082,0.01,0.0015,0.73,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0666,0.0048,0.002,0.0102,0.0007,0.0035,0.0002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 2 2024,24.9,8.01,6.08,29.4,6.86,0.9,5.8,0.087,0.01,0.0015,0.783,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0621,0.0036,0.0011,0.0087,0.0006,0.0035,0.0002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 3 2024,28.7,8.07,6.17,29.2,6.97,0.8,4.2,0.044,0.055,0.0015,0.807,0.15,1.0,0.0021,0.0002,0.0001,0.0001,0.2899,0.00015,0.00015,0.0107,0.0001,0.0035,0.0002,x,x,x,x,x
Ven bờ Đông xã Hạ Long- Vân Đồn,NB31,Quý 4 2024,24.2,8.05,6.0,29.5,6.82,0.8,4.2,0.01,0.01,0.0015,0.865,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.1395,0.002,0.0008,0.001,0.0004,0.0035,0.0002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 1 2021,22.3,8.07,6.55,29.8,4.01,1.6,4.1,0.015,0.01,0.0005,0.701,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0131,0.0004,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 2 2021,28.6,7.87,6.88,29.7,3.06,1.8,<3,0.015,0.01,0.0005,0.679,0.15,1.5,0.0015,0.00025,0.00045,0.0003,0.0501,0.0028,0.0015,0.0039,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 3 2021,28.3,7.82,6.81,29.4,3.58,1.6,3.2,0.042,0.01,0.0005,0.704,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0381,0.0004,0.00045,0.0065,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 4 2021,25.1,8.01,6.29,29.8,4.86,2.0,4.5,0.015,0.01,0.0005,0.675,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0408,0.0035,0.00045,0.0093,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 1 2022,25.0,8.04,6.22,29.9,4.98,2.2,4.5,0.015,0.01,0.0005,0.596,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0166,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 2 2022,25.3,8.01,6.13,29.7,5.27,2.0,4.8,0.015,0.01,0.0005,0.673,0.15,1.5,"<0,0003",0.00025,0.00045,0.0001,"<0,002",0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 3 2022,31.7,8.03,6.04,29.6,5.27,1.8,4.9,0.039,0.01,0.0005,0.674,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0404,0.0089,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 4 2022,25.0,8.05,6.01,29.4,5.48,1.7,4.8,0.032,0.01,0.0005,0.652,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0324,0.0086,0.00045,0.009,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 1 2023,24.5,8.02,6.18,29.8,4.92,1.5,3.5,0.015,0.01,0.0005,0.731,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0415,0.0093,0.00045,0.0107,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 2 2023,28.3,8.05,6.17,29.5,5.38,1.8,4.7,0.015,0.01,0.0005,0.816,0.15,1.5,"<0,0003",0.00025,0.00045,0.0001,"<0,002",0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 3 2023,28.1,8.02,6.12,29.3,5.56,1.8,4.4,0.041,0.01,0.0005,0.773,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0598,0.0064,0.00045,0.0121,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 4 2023,24.1,8.04,6.16,29.4,5.56,2.0,5.1,0.047,0.01,0.0005,0.797,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0427,0.0085,0.00045,0.0118,0.00045,0.0025,0.002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 1 2024,23.4,8.04,6.08,29.9,5.05,1.4,4.8,0.052,0.01,0.0015,0.755,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0649,0.0119,0.0006,0.0147,0.001,0.0035,0.0002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 2 2024,27.1,8.02,6.09,29.4,5.46,1.6,4.1,0.043,0.01,0.0015,0.764,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0553,0.0061,0.0008,0.013,0.0012,0.0035,0.0002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 3 2024,27.5,8.04,6.05,29.1,5.45,1.6,3.2,0.047,0.028,0.0015,0.8,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.1684,0.00015,0.0012,0.05,0.0001,0.0035,0.0002,x,x,x,x,x
Cảng Vạn Hoa- xã Vạn Yên- Vân Đồn,NB32,Quý 4 2024,24.5,8.02,6.07,29.3,5.41,1.7,3.3,0.01,0.01,0.0015,0.845,0.15,1.0,0.0017,0.0001,0.0005,0.0001,0.2202,0.007,0.00015,0.0137,0.0006,0.0035,0.0002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 1 2021,21.5,7.78,7.76,30.3,8.49,1.0,7.6,0.015,0.01,0.0005,0.701,0.15,1.5,0.0007,0.00025,0.00045,0.0001,0.0368,0.0004,0.00045,0.0114,0.002,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 2 2021,28.4,8.02,6.22,30.1,9.21,1.2,8.8,0.015,0.022,0.0005,0.718,0.15,1.5,0.0039,0.00025,0.00045,0.0002,0.0569,0.0029,0.0013,0.0172,0.0013,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 3 2021,33.3,8.08,7.76,28.2,9.84,1.3,8.3,0.041,0.01,0.0005,0.77,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0393,0.0023,0.00045,0.0135,0.001,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 4 2021,25.9,8.06,7.52,30.2,6.88,1.1,5.4,0.015,0.01,0.0005,0.84,0.15,1.5,0.0029,0.00025,0.00045,0.0002,0.0405,0.0024,0.00045,0.0208,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 1 2022,22.2,8.07,6.68,30.3,6.67,1.0,6.1,0.015,0.01,0.0005,0.699,0.15,1.5,0.0009,0.00025,0.00045,0.0001,0.0233,0.0004,0.00045,0.0079,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 2 2022,23.4,8.06,6.48,30.2,6.85,0.9,5.7,0.015,0.029,0.0005,0.693,0.15,1.5,0.0035,0.00025,0.00045,0.0001,0.0332,0.0004,0.00045,0.0139,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 3 2022,28.9,8.04,6.42,30.1,6.96,1.0,6.3,0.059,0.038,0.0005,0.608,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0396,0.0004,0.00045,0.0157,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 4 2022,26.7,8.02,6.33,30.0,6.84,1.0,6.4,0.015,0.01,0.0005,0.709,0.15,1.5,0.0031,0.00025,0.00045,0.0001,0.0265,0.0004,0.00045,0.0125,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 1 2023,22.7,8.05,6.42,30.4,6.79,1.1,5.4,0.015,0.01,0.0005,0.828,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0394,0.0004,0.00045,0.0144,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 2 2023,23.3,8.02,6.32,30.1,6.94,0.8,4.2,0.015,0.01,0.0005,0.797,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0416,0.0004,0.00045,0.0114,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 3 2023,28.7,8.06,6.34,30.0,7.08,1.0,6.3,0.072,0.01,0.0005,0.799,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0458,0.0004,0.00045,0.015,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 4 2023,24.9,8.05,6.4,30.0,6.95,1.1,5.6,0.064,0.057,0.0005,0.842,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0645,0.0004,0.00045,0.0101,0.00045,0.0025,0.002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 1 2024,21.6,8.06,6.38,30.4,6.88,1.2,5.3,0.052,0.066,0.0015,0.755,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0833,0.0046,0.0012,0.0097,0.0006,0.0035,0.0002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 2 2024,24.3,8.05,6.25,30.2,6.82,1.0,5.2,0.064,0.041,0.0015,0.81,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.1052,0.0058,0.0005,0.0083,0.0004,0.0035,0.0002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 3 2024,26.5,8.03,6.32,30.1,7.08,1.0,6.7,0.066,0.028,0.0015,0.839,0.15,1.0,0.0035,0.0001,0.0001,0.0001,0.2366,0.0098,0.00015,0.0217,0.0001,0.0035,0.0002,x,x,x,x,x
Thiên Cung - Đầu Gỗ,NB33,Quý 4 2024,23.5,8.08,6.31,30.1,6.95,1.0,4.7,0.058,0.01,0.0015,0.716,0.15,1.0,0.0031,0.0004,0.0001,0.0001,0.2007,0.0032,0.0006,0.058,0.0002,0.0035,0.0002,x,x,x,x,x
Đảo TiTop,NB34,Quý 1 2021,21.3,8.04,6.86,30.1,5.98,1.4,4.8,0.015,0.01,0.0005,0.643,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0257,0.0004,0.00045,0.0099,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 2 2021,28.6,8.1,6.82,30.5,4.95,1.8,3.9,0.015,0.01,0.0005,0.757,0.15,1.5,0.0038,0.00025,0.00045,0.0001,0.0046,0.0004,0.00045,0.0051,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 3 2021,32.9,8.05,6.95,30.3,4.45,1.6,4.2,0.068,0.01,0.0005,0.836,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0108,0.0004,0.00045,0.0076,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 4 2021,25.0,8.11,6.75,30.5,5.21,1.5,5.1,0.015,0.01,0.0005,0.721,0.15,1.5,0.0028,0.00025,0.00045,0.0001,0.0039,0.0004,0.00045,0.0062,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 1 2022,23.5,8.1,6.55,30.5,5.28,1.4,4.9,0.015,0.01,0.0005,0.744,0.15,1.5,0.0009,0.00025,0.00045,0.0001,0.0228,0.0004,0.00045,0.0059,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 2 2022,24.4,8.08,6.46,30.4,5.39,1.2,4.2,0.015,0.01,0.0005,0.654,0.15,1.5,0.0042,0.00025,0.00045,0.0001,0.0094,0.0004,0.00045,0.0063,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 3 2022,31.2,8.04,6.4,30.2,5.47,1.3,4.3,0.071,0.01,0.0005,0.779,0.15,1.5,0.0033,0.00025,0.00045,0.0001,0.0136,0.0004,0.00045,0.0086,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 4 2022,26.6,8.05,6.34,30.3,5.32,1.5,5.2,0.015,0.01,0.0005,0.639,0.15,1.5,0.0035,0.00025,0.00045,0.0001,0.0124,0.0004,0.00045,0.0087,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 1 2023,23.2,8.08,6.44,30.6,5.2,1.5,4.4,0.048,0.01,0.0005,0.776,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0164,0.0004,0.00045,0.009,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 2 2023,26.1,8.11,6.38,30.5,5.47,1.3,4.7,0.015,0.01,0.0005,0.79,0.15,1.5,0.0033,0.00025,0.00045,0.0001,0.0156,0.0004,0.00045,0.0097,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 3 2023,29.2,8.01,6.35,30.1,5.98,1.5,5.1,0.075,0.01,0.0005,0.727,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0157,0.0004,0.00045,0.0082,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 4 2023,25.8,8.04,6.3,30.2,5.9,1.6,4.3,0.068,0.01,0.0005,0.772,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0279,0.0004,0.00045,0.0114,0.00045,0.0025,0.002,x,x,x,x,x
Đảo TiTop,NB34,Quý 1 2024,22.0,8.06,6.36,30.6,5.29,1.4,4.5,0.061,0.01,0.0015,0.762,0.15,1.0,0.0026,0.0001,0.0001,0.0001,0.036,0.0028,0.0005,0.0109,0.001,0.0035,0.0002,x,x,x,x,x
Đảo TiTop,NB34,Quý 2 2024,25.6,8.08,6.29,30.4,5.58,1.2,4.7,0.067,0.01,0.0015,0.81,0.15,1.0,0.0021,0.0001,0.0001,0.0001,0.0454,0.0036,0.0005,0.0094,0.0011,0.0035,0.0002,x,x,x,x,x
Đảo TiTop,NB34,Quý 3 2024,27.2,8.07,6.38,30.3,5.82,1.7,4.1,0.06,0.048,0.0015,0.807,0.15,1.0,0.0036,0.0001,0.0001,0.0001,0.2841,0.0043,0.00015,0.0131,0.0001,0.0035,0.0002,x,x,x,x,x
Đảo TiTop,NB34,Quý 4 2024,25.2,8.08,6.22,30.3,5.78,1.8,3.6,0.049,0.01,0.0015,0.813,0.15,1.0,0.0032,0.0001,0.0001,0.0001,0.1824,0.00015,0.00015,0.0247,0.0002,0.0035,0.0002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 1 2021,22.1,8.03,6.79,30.3,5.33,1.4,4.8,0.157,0.01,0.0005,0.707,0.15,1.5,0.0008,0.00025,0.00045,0.0001,0.0165,0.0004,0.00045,0.0117,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 2 2021,28.9,8.08,6.87,30.5,5.28,1.4,5.1,0.199,0.01,0.0005,0.679,0.15,1.5,0.0041,0.00025,0.00045,0.0001,0.0046,0.0012,0.00045,0.0061,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 3 2021,31.8,8.14,6.72,30.4,5.54,1.2,4.7,0.212,0.01,0.0005,0.789,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0078,0.0004,0.00045,0.0054,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 4 2021,25.1,8.04,6.89,30.5,5.15,1.5,4.2,0.178,0.01,0.0005,0.827,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0033,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 1 2022,23.2,8.06,6.66,30.5,5.19,1.4,4.2,0.144,0.01,0.0005,0.718,0.15,1.5,0.0011,0.00025,0.00045,0.0001,0.0195,0.0004,0.00045,0.0102,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 2 2022,24.1,8.05,6.66,30.4,5.26,1.2,4.8,0.158,0.01,0.0005,0.641,0.15,1.5,0.0033,0.00025,0.00045,0.0001,0.0116,0.0004,0.00045,0.0079,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 3 2022,31.5,8.02,6.48,30.2,5.39,1.3,5.1,0.179,0.01,0.0005,0.74,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0148,0.0004,0.00045,0.0099,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 4 2022,26.4,8.04,6.37,30.4,5.24,1.5,4.3,0.168,0.01,0.0005,0.677,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0109,0.0004,0.00045,0.0055,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 1 2023,23.4,8.09,6.48,30.6,5.14,1.6,4.9,0.132,0.01,0.0005,0.725,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0125,0.0004,0.00045,0.0073,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 2 2023,26.7,8.03,6.52,30.5,5.39,1.3,4.5,0.135,0.01,0.0005,0.764,0.15,1.5,0.0031,0.00025,0.00045,0.0001,0.0231,0.0004,0.00045,0.0084,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 3 2023,29.5,8.05,6.41,30.2,5.47,1.5,4.9,0.077,0.01,0.0005,0.845,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0171,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 4 2023,26.0,8.06,6.37,30.3,5.38,1.6,4.2,0.063,0.01,0.0005,0.842,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0476,0.0004,0.00045,0.0072,0.00045,0.0025,0.002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 1 2024,22.4,8.07,6.39,30.6,5.07,1.7,4.1,0.071,0.01,0.0015,0.794,0.15,1.0,0.0023,0.0001,0.0001,0.0001,0.0614,0.0021,0.0005,0.0069,0.0011,0.0035,0.0002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 2 2024,26.3,8.06,6.41,30.3,5.29,1.2,4.2,0.078,0.01,0.0015,0.829,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0776,0.0027,0.0005,0.0059,0.0008,0.0035,0.0002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 3 2024,27.5,8.08,6.33,30.4,5.46,1.7,3.9,0.072,0.01,0.0015,0.794,0.15,1.0,0.0033,0.0001,0.0001,0.0001,0.2389,0.00015,0.00015,0.0115,0.0001,0.0035,0.0002,x,x,x,x,x
Khu nghỉ đêm - Cát Lán,NB35,Quý 4 2024,25.4,8.02,6.28,30.4,5.26,1.8,3.8,0.063,0.01,0.0015,0.71,0.15,1.0,0.0033,0.0001,0.0001,0.0001,0.1673,0.00015,0.00015,0.0201,0.0003,0.0035,0.0002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 1 2021,22.2,8.01,6.59,30.5,6.65,1.2,5.4,0.123,0.01,0.0005,0.649,0.15,1.5,0.0013,0.0006,0.001,0.0001,0.0292,0.0004,0.00045,0.0128,0.0055,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 2 2021,27.9,8.11,6.24,30.5,7.24,1.2,6.8,0.183,0.01,0.0005,0.712,0.15,1.5,0.0041,0.00025,0.00045,0.0001,0.0133,0.0009,0.0009,0.0182,0.0019,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 3 2021,33.7,8.19,6.89,33.7,7.22,1.4,6.4,0.152,0.01,0.0005,0.664,0.15,1.5,0.0044,0.00025,0.00045,0.0001,0.0116,0.001,0.00045,0.0123,0.0013,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 4 2021,24.9,8.1,6.31,30.5,7.68,1.3,6.3,0.165,0.01,0.0005,0.747,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0095,0.0004,0.00045,0.022,0.0014,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 1 2022,22.9,8.08,6.25,30.5,7.6,1.4,7.2,0.137,0.01,0.0005,0.693,0.15,1.5,0.0015,0.00025,0.0009,0.0001,0.0265,0.0004,0.00045,0.0137,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 2 2022,23.9,8.07,6.22,30.4,7.79,1.2,7.1,0.129,0.01,0.0005,0.621,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0105,0.0004,0.00045,0.0157,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 3 2022,31.6,8.05,6.18,30.3,7.94,1.3,7.2,0.128,0.01,0.0005,0.687,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0129,0.0004,0.00045,0.0165,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 4 2022,26.1,8.06,6.13,30.4,7.84,1.4,7.2,0.134,0.01,0.0005,0.709,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0127,0.0004,0.00045,0.0132,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 1 2023,23.3,8.04,6.18,30.6,7.51,1.5,6.3,0.114,0.01,0.0005,0.809,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0181,0.0004,0.00045,0.0149,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 2 2023,25.2,8.04,6.15,30.3,7.88,1.2,5.4,0.116,0.01,0.0005,0.855,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0197,0.0004,0.00045,0.0123,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 3 2023,29.6,8.07,6.13,30.2,8.04,1.4,7.2,0.084,0.01,0.0005,0.773,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0149,0.0004,0.00045,0.0158,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 4 2023,26.7,8.08,6.17,30.3,7.91,1.5,6.7,0.078,0.01,0.0005,0.804,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0305,0.0004,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 1 2024,22.2,8.05,6.11,30.6,7.64,1.5,6.2,0.065,0.01,0.0015,0.781,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0394,0.0024,0.0005,0.0111,0.0012,0.0035,0.0002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 2 2024,25.0,8.01,6.09,30.2,7.72,1.3,6.1,0.061,0.01,0.0015,0.816,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0498,0.0031,0.0005,0.0084,0.0007,0.0035,0.0002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 3 2024,28.0,8.09,6.18,30.3,8.16,1.5,6.2,0.075,0.129,0.0015,0.839,0.15,1.0,0.0033,0.0001,0.0001,0.0001,0.2223,0.003,0.00015,0.0038,0.0001,0.0035,0.0002,x,x,x,x,x
Khu Nghỉ đêm - Hang Luồn,NB36,Quý 4 2024,25.5,8.05,6.11,30.4,7.8,1.6,5.5,0.072,0.01,0.0015,0.807,0.15,1.0,0.0025,0.0001,0.0001,0.0001,0.1858,0.0087,0.00015,0.0351,0.0004,0.0035,0.0002,x,x,x,x,x
Bồ Nâu - Sửng Sốt,NB37,Quý 1 2021,21.2,7.78,6.42,30.2,7.74,1.2,6.9,0.015,0.01,0.0005,0.675,0.15,1.5,0.0012,0.00025,0.0015,0.0001,0.0147,0.0004,0.00045,0.0155,0.0009,0.0025,0.002,x,x,x,x,x
Bồ Nâu - Sửng Sốt,NB37,Quý 2 2021,28.0,8.16,6.91,30.1,6.26,1.7,5.4,0.015,0.01,0.0005,0.705,0.15,1.5,0.0045,0.00025,0.00045,0.0002,0.0225,0.0004,0.00045,0.0344,0.00045,0.0025,0.002,x,x,x,x,x
Bồ Nâu - Sửng Sốt,NB37,Quý 3 2021,33.2,8.07,6.74,30.7,6.39,1.3,5.8,0.015,0.01,0.0005,0.783,0.15,1.5,0.0037,0.00025,0.00045,0.0001,0.0175,0.0004,0.00045,0.0158,0.00045,0.0025,0.002,x,x,x,x,x
Bồ Nâu - Sửng Sốt,NB37,Quý 4 2021,25.0,8.12,6.62,30.2,7.22,1.2,6.8,0.015,0.01,0.0005,0.813,0.15,1.5,0.0033,0.00025,0.00045,0.0002,0.016,0.0004,0.00045,0.0217,0.00045,0.0025,0.002,x,x,x,x,x
